url	title	provider	monitor	os	front_cam	back_cam	cpu	ram	rom	SD	SIM	battery
https://tiki.vn/dien-thoai-nokia-6-1-plus-hang-chinh-hang-p3873909.html?src=category-page-1789.1795&2hi=0	Điện thoại Nokia 6.1 Plus - Hàng Chính Hãng	Nokia	Màn hình: tai thỏ 5.8" 		Camera Trước/Sau: 16 MP và 5 MP (2 camera) 		CPU: Qualcomm Snapdragon 636 8 nhân 	RAM: 4GB 	Bộ nhớ trong: 64GB 		SIM tương thích: 2 Nano SIM 	Tính năng: Đèn pin, chặn tin nhắn, chặn cuộc gọi 
https://tiki.vn/dien-thoai-xiaomi-redmi-7a-2gb-16gb-hang-chinh-hang-p23590831.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Redmi 7A (2GB/16GB) - Hàng Chính Hãng	Xiaomi	Màn hình: IPS LCD, 5.45"", HD+ 		Camera Trước: 5 MP 	Camera Sau: 13 MP 	CPU: Qualcomm Snapdragon 439 8 nhân 64-bit 	RAM: 2GB 	Bộ Nhớ: 16GB 	Hỗ trợ thẻ nhớ: microSD, lên đến 512 GB 		
https://tiki.vn/dien-thoai-iphone-11-pro-max-256gb-hang-chinh-hang-p32033383.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 11 Pro Max 256GB - Hàng Chính Hãng 	Apple	Màn hình: OLED (Super Retina XDR), 6.5 inch, 2688 x 1242 pixels 		Camera Trước/Sau: 12MP / 12MP + 12MP + 12MP 		CPU: Apple A13 Bionic (7 nm+) 	RAM: 4GB 	Bộ Nhớ: 256 GB 		SIM: 1 Nano SIM + 1 esim 	Tính năng: Chống nước, chống bụi, Face ID, Sạc pin nhanh 
https://tiki.vn/dien-thoai-samsung-galaxy-a50s-64gb-4gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p32243658.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy A50s (64GB/4GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Màn hình: 6.4” Super AMOLED, chuẩn điện ảnh 19.5:9 Infinity-U FHD+ Mật, Bảo mật vân tay dưới màn hình 		Camera Trước: 32MP (F2.0) 	Camera Sau : 48MP (F2.0) + 5MP (F2.2) + 8MP (F2.2) 	CPU: Exynos 9610 Octa Core 2.3GHz 	RAM: 4GB 	Bộ Nhớ: 64GB 			Pin: 4000 mAh 
https://tiki.vn/dien-thoai-xiaomi-redmi-7-2gb-16gb-hang-chinh-hang-p12486509.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Redmi 7 (2GB/16GB) - Hàng Chính Hãng	Xiaomi	Màn hình: 6.26" HD+ (720 x 1520 Pixels) 		Camera Trước: 8 MP 	Camera Sau: Chính 12 MP & Phụ 5 MP 	CPU: Qualcomm Snapdragon 632 8 nhân 64-bit 	RAM: 2GB 	Bộ Nhớ: 16GB 			
https://tiki.vn/dien-thoai-nokia-3-1-plus-32gb-3gb-hang-chinh-hang-p6090183.html?src=category-page-1789.1795&2hi=1	Điện Thoại Nokia 3.1 Plus (32GB/3GB) - Hàng Chính Hãng	Nokia	Màn hình: 6.2 inch IPS LCD, HD+ (720 x 1440 Pixels) 		Camera Trước: 8 MP 	Camera Sau: 13 MP + 2 MP (Camera kép) 	CPU: MediaTek MT6762 8 nhân 64-bit (Helio P22) 	RAM: 3GB 	Bộ Nhớ: 32GB 		SIM: 2 Nano SIM 	
https://tiki.vn/dien-thoai-samsung-galaxy-note-10-plus-256gb-12gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p29454689.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy Note 10 Plus (256GB/12GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Công nghệ màn hình: Dynamic AMOLED Màn hình rộng: 6.8 inch Bảo mật nâng cao Mở khóa bằng khuôn mặt, Quét mống mắt, Mở khoá vân tay dưới màn hình 		Camera Trước: 10.0 MP 	Camera Sau: 12.0 MP + 16.0 MP + 12.0 MP + VGA 	CPU: Exynos 9825 8 nhân 64-bit 	RAM: 12GB 	Bộ Nhớ: 256GB 	Hỗ trợ thẻ nhớ: MicroSD, hỗ trợ tối đa 512 GB 		
https://tiki.vn/dien-thoai-oppo-a5s-hang-chinh-hang-p15674844.html?src=category-page-1789.1795&2hi=1	Điện Thoại OPPO A5s - Hàng Chính Hãng	OPPO	Màn hình 6.2 inches, HD+ 		Camera trước: 8MP 	Camera sau: Chính 13 MP & Phụ 2 MP 	CPU: MediaTek Helio P35 8 nhân 64-bit 	RAM: 3GB 	Bộ nhớ trong: 32GB 	Thẻ nhớ ngoài MicroSD hỗ trợ lên tới 256 GB 	Thẻ SIM: 2 Nano SIM 	Dung lượng Pin: 4230 mAh 
https://tiki.vn/dien-thoai-samsung-galaxy-a10-32gb-2gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p13097571.html?src=category-page-1789.1795&2hi=0	Điện Thoại Samsung Galaxy A10 (32GB/2GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Màn hình: 6.2 inch HD+ Infinity-V Tính năng: Dolby Audio, Đèn pin, Chặn cuộc gọi, Ghi âm cuộc gọi, Màn hình luôn hiển thị AOD, Chặn tin nhắn, Nhân bản ứng dụng, Trợ lý ảo Samsung Bixby 		Camera Trước: 5MP (F2.0) 	Camera Sau : 13MP (F1.9) 	CPU: Exynos 7884 Octa-Core 	RAM: 3GB 	Bộ Nhớ: 32GB 			Tính năng: Dolby Audio, Đèn pin, Chặn cuộc gọi, Ghi âm cuộc gọi, Màn hình luôn hiển thị AOD, Chặn tin nhắn, Nhân bản ứng dụng, Trợ lý ảo Samsung Bixby 
https://tiki.vn/dien-thoai-vivo-v9-hang-chinh-hang-p1735843.html?src=category-page-1789.1795&2hi=1	Điện Thoại Vivo V9 - Hàng Chính Hãng	Vivo	Màn hình: IPS LCD 6.3inch Full HD+ 		Camera Trước/Sau: 24MP/16MP - 5MP (2 camera sau) 	Camera Trước/Sau: 24MP/16MP - 5MP (2 camera sau) 	CPU: Snapdragon 626 8 nhân 64-bit 	RAM 4GB 	Bộ Nhớ: 64GB 		SIM tương thích: 2 Nano SIM 	
https://tiki.vn/dien-thoai-xiaomi-mi-8-lite-4gb-64gb-hang-chinh-hang-p4818337.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Mi 8 Lite (4GB / 64GB) - Hàng Chính Hãng	Xiaomi	Màn hình: 6.26 inch IPS LCD 		Camera Trước: 24MP 	Camera Sau: 16 MP và 5 MP (2 camera) 	CPU: Qualcomm SDM660 Snapdragon 660 	RAM: 4GB 	Bộ Nhớ: 64GB 	CPU: Qualcomm SDM660 Snapdragon 660 	SIM tương thích: 2 Nano SIM 	
https://tiki.vn/dien-thoai-wiko-view-2-plus-hang-chinh-hang-p6481195.html?src=category-page-1789.1795&2hi=1	Điện Thoại Wiko View 2 Plus - Hàng chính hãng	WIKO	Màn hình: 5.93" HD+ 		Camera trước: 8 MP 	Camera sau:12 MP + 5 MP 	CPU: Qualcomm SDM450 Snapdragon 450 (14 nm) 	RAM: 3GB 	Bộ nhớ: 32GB 	CPU: Qualcomm SDM450 Snapdragon 450 (14 nm) 		Dung lượng Pin 4000 mAh 
https://tiki.vn/dien-thoai-xiaomi-redmi-note-7-4gb-64gb-hang-chinh-hang-p12480743.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Redmi Note 7 (4GB/64GB) - Hàng Chính Hãng	Xiaomi	Màn hình: 6.3" Full HD+ (1080 x 2340 Pixels) 		Camera Trước: 13MP 	Camera Sau: 48 MP và 5 MP (2 camera) 	CPU: Qualcomm SDM660 Snapdragon 660 8 nhân 	RAM: 4GB 	Bộ Nhớ: 64GB 	CPU: Qualcomm SDM660 Snapdragon 660 8 nhân 		
https://tiki.vn/dien-thoai-nokia-2-2-16gb-2gb-hang-chinh-hang-p20913598.html?src=category-page-1789.1795&2hi=1	Điện Thoại Nokia 2.2 (16GB/2GB) - Hàng Chính Hãng	Nokia	Màn hình: IPS LCD, 5.71", HD+ Tính năng: Màn hình luôn hiển thị AOD, Đèn pin, Chặn cuộc gọi, Chặn tin nhắn 		Camera Trước/Sau: 8MP/ 13MP 		CPU: Mediatek MT6761 4 nhân 	RAM: 2GB 	Bộ Nhớ: 16GB 		SIM tương thích: 2 Nano SIM, Hỗ trợ 4G 	Tính năng: Màn hình luôn hiển thị AOD, Đèn pin, Chặn cuộc gọi, Chặn tin nhắn 
https://tiki.vn/dien-thoai-samsung-galaxy-a50-64gb-4gb-hang-chinh-hang-p11508168.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy A50 (64GB/4GB) - Hàng Chính Hãng	Samsung	Thiết kế: Nguyên khối, màn hình vô cực Màn hình: 6.4” FHD+ Super AMOLED (1080x2340) Tính năng: Cảm biến vân tay dưới màn hình, nhận diện khuôn mặt... 		Camera Trước: 25MP (F2.0) 	Camera Sau : 5MP (F2.2) + 25MP (F1.7) + 8MP (F2.2) ultra wide 	CPU: Exynos 9610 Octa Core 2.3GHz 	RAM: 4GB 	Bộ Nhớ: 64GB 			
https://tiki.vn/dien-thoai-nokia-3-1-16gb-2gb-hang-chinh-hang-p3021869.html?src=category-page-1789.1795&2hi=1	Điện Thoại Nokia 3.1 (16GB/2GB) - Hàng Chính Hãng	Nokia	Màn hình: IPS LCD, 5.2 inch, HD+ (720 x 1440 Pixels) 		Camera Trước/Sau: 8MP / 13MP 		CPU: MediaTek MT6750N 8 nhân 	RAM: 2GB 				
https://tiki.vn/dien-thoai-samsung-galaxy-note-10-plus-256gb-12gb-hang-chinh-hang-p22358908.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy Note 10 Plus (256GB/12GB) - Hàng Chính Hãng	Samsung	Công nghệ màn hình: Super AMOLED Màn hình rộng: 6.8 inch Bảo mật nâng cao: Mở khóa bằng khuôn mặt, Quét mống mắt, Mở khoá vân tay dưới màn hình 		Camera Trước: 10MP 	Camera Sau: 12.0 MP + 16.0 MP + 12.0 MP + VGA 	CPU: Exynos 9825 8 nhân 64-bit 	RAM: 12 GB 	Bộ Nhớ: 256 GB 	Hỗ trợ thẻ nhớ: MicroSD, hỗ trợ tối đa 1TB 		
https://tiki.vn/dien-thoai-xiaomi-redmi-note-7-3gb-32gb-hang-chinh-hang-p10596796.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Redmi Note 7 (3GB/32GB) - Hàng Chính Hãng	Xiaomi	Màn hình: 6.3" Full HD+ (1080 x 2340 Pixels) 		Camera Trước: 13MP 	Camera Sau: 48 MP và 5 MP (2 camera) 	CPU: Qualcomm SDM660 Snapdragon 660 8 nhân 	RAM: 3GB 	Bộ Nhớ: 32GB 	CPU: Qualcomm SDM660 Snapdragon 660 8 nhân 		
https://tiki.vn/dien-thoai-nokia-5-1-plus-hang-chinh-hang-p4536405.html?src=category-page-1789.1795&2hi=0	Điện Thoại Nokia 5.1 Plus - Hàng Chính Hãng	Nokia	Màn hình: IPS LCD, 5.8", HD+ 	Hệ điều hành: Android One 	Camera trước: 8MP 	Camera sau: 13MP + 5MP 	CPU: Helio P60 8 nhân 64-bit 				Hỗ trợ 2 khe sim 	Pin: Li-ion 3060 mAh 
https://tiki.vn/dien-thoai-samsung-galaxy-note-10-256gb-8gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p29418235.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy Note 10 (256GB/8GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử	Samsung	Công nghệ màn hình: Dynamic AMOLED Màn hình rộng: 6.3 inch Bảo mật nâng cao Mở khóa bằng khuôn mặt, Quét mống mắt, Mở khoá vân tay dưới màn hình 		Camera Trước: 10.0 MP 	Camera Sau: 12.0 MP + 16.0 MP + 12.0 MP 	CPU: Exynos 9825 8 nhân 64-bit 	RAM: 8GB 	Bộ Nhớ: 256GB 			
https://tiki.vn/dien-thoai-vsmart-star-hang-chinh-hang-p31322859.html?src=category-page-1789.1795&2hi=1	Điện Thoại Vsmart Star - Hàng chính hãng	Vsmart	Màn hình: IPS LCD, 5.7", HD+ 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 5 MP 	Camera sau: Chính 8 MP & Phụ 2 MP 	CPU: Qualcomm Snapdragon 215 4 nhân 	RAM: 2 GB 	Bộ nhớ trong: 16 GB 	Thẻ nhớ: MicroSD, hỗ trợ tối đa 256 GB 	Thẻ SIM: 2 Nano SIM, Hỗ trợ 4G 	Dung lượng pin: 3000 mAh 
https://tiki.vn/dien-thoai-nokia-7-2-hang-chinh-hang-p32648392.html?src=category-page-1789.1795&2hi=1	Điện Thoại Nokia 7.2  - Hàng Chính Hãng	Nokia	Màn hình: IPS LCD, 6.3", Full HD+ 	Hệ điều hành: Android 9 Pie (Android One) 	Camera trước: 20 MP 	Camera sau: Chính 48 MP & Phụ 8 MP, 5 MP 	CPU: Qualcomm Snapdragon 660 8 nhân 	RAM: 4 GB 	Bộ nhớ trong: 64 GB 	Thẻ nhớ: MicroSD, hỗ trợ tối đa 400 GB 	Thẻ SIM: 2 Nano SIM, Hỗ trợ 4G 	
https://tiki.vn/dien-thoai-oppo-f9-a11-64gb-4gb-hang-chinh-hang-p3650913.html?src=category-page-1789.1795&2hi=1	Điện Thoại OPPO F9 (A11) (64GB/4GB) - Hàng Chính Hãng	OPPO	Màn hình: 6.3 inch (Màn hình giọt nước), FHD+ 2340 x 1080 pixels 		Camera Trước: 25 MP (Hỗ trợ công nghệ A.I) F2.0 	Camera Sau: 16 MP + 2 MP (Camera kép) F1.85 	CPU: Helio P60 8 nhân + 2 nhân AI, 2.0GHz 	RAM: 4GB 	Bộ Nhớ: 64GB 			
https://tiki.vn/dien-thoai-vsmart-live-4gb-64gb-hang-chinh-hang-p26021690.html?src=category-page-1789.1795&2hi=1	Điện Thoại Vsmart Live (4GB/64GB) - Hàng Chính Hãng	Vsmart	Màn hình: AMOLED, 6.2", Full HD+ Tính năng: Mở khoá vân tay dưới màn hình 		Camera trước: 20 MP 	Camera sau: Chính 48 MP & Phụ 8 MP, 5 MP 		RAM: 4GB 	Bộ nhớ ROM: 64GB 		Sim tương thích: 2 Nano SIM, Hỗ trợ 4G 	
https://tiki.vn/dien-thoai-vivo-y91c-hang-chinh-hang-p14470707.html?src=category-page-1789.1795&2hi=1	Điện Thoại Vivo Y91C - Hàng Chính Hãng	Vivo	Màn hình: 6.22", HD+ Tính năng: Chặn tin nhắn, Chặn cuộc gọi, Chạm 2 lần tắt màn hình, Chạm 2 lần sáng màn hình, Đèn pin, Vẽ lên màn hình để mở nhanh ứng dụng, Mặt kính 2.5D 		Camera trước: 5 MP 	Camera sau: 13 MP 		RAM: 2GB 	Bộ nhớ ROM: 32GB 		Sim tương thích: 2 Nano SIM, Hỗ trợ 4G 	Tính năng: Chặn tin nhắn, Chặn cuộc gọi, Chạm 2 lần tắt màn hình, Chạm 2 lần sáng màn hình, Đèn pin, Vẽ lên màn hình để mở nhanh ứng dụng, Mặt kính 2.5D 
https://tiki.vn/dien-thoai-xiaomi-mi-9-lite-mi-cc9-global-version-6gb-64gb-hang-chinh-hang-p34928767.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Mi 9 Lite (Mi CC9 Global Version) (6GB / 64GB) - Hàng Chính Hãng	Xiaomi	Màn hình: Super AMOLED, 6.39", Full HD+ 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 32 MP 	Camera sau: Chính 48 MP & Phụ 8 MP, 2 MP 	CPU: Snapdragon 710 8 nhân 64-bit 	RAM: 6 GB 	Bộ nhớ trong: 64GB 	Thẻ nhớ: MicroSD, hỗ trợ tối đa 256 GB 	Thẻ SIM: 2 SIM Nano (SIM 2 chung khe thẻ nhớ) 	Dung lượng pin: 4030 mAh 
https://tiki.vn/dien-thoai-samsung-galaxy-note-10-256gb-8gb-hang-chinh-hang-p22356225.html?src=category-page-1789.1795&2hi=1	Điện Thoại Samsung Galaxy Note 10 (256GB/8GB) - Hàng Chính Hãng	Samsung	Công nghệ màn hình: Super AMOLED Màn hình rộng: 6.3 inch Bảo mật nâng cao: Mở khóa bằng khuôn mặt, Quét mống mắt, Mở khoá vân tay dưới màn hình 		Camera Trước: 10MP 	Camera Sau: Chính 12 MP & Phụ 12 MP, 16 MP 	CPU: Exynos 9825 8 nhân 64-bit 	RAM: 8GB 	Bộ Nhớ: 256GB 			
https://tiki.vn/dien-thoai-iphone-6s-32gb-nhap-khau-chinh-hang-p283110.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 6s 32GB  - Nhập Khẩu Chính Hãng	Apple	Màn hình: 4.7 inch, HD (1334 x 750 Pixels) 		Camera Trước/Sau: 5MP/ 12MP 		CPU: Apple A9 2 nhân 64-bit 	RAM: 2GB 	Bộ nhớ: 32GB 			
https://tiki.vn/dien-thoai-iphone-7-plus-hang-chinh-hang-vn-a-p36699543.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 7 Plus - Hàng Chính Hãng VN/A	Apple	Màn hình: 5.5 inch, Full HD (1080 x 1920 pixels) 		Camera Trước/Sau: 7MP/ 2 x 12MP 		CPU: Apple A10 Fusion 4 nhân 64-bit 	RAM: 3GB 	Bộ Nhớ: Tùy chọn 32GB / 128GB 			
https://tiki.vn/dien-thoai-samsung-galaxy-a10-32gb-2gb-hang-chinh-hang-p12738344.html?src=category-page-1789.1795&2hi=0	Điện Thoại Samsung Galaxy A10 (32GB/2GB) - Hàng Chính Hãng	Samsung	Màn hình: 6.2 inch HD+ Infinity-V Tính năng: Dolby Audio, Đèn pin, Chặn cuộc gọi, Ghi âm cuộc gọi, Màn hình luôn hiển thị AOD, Chặn tin nhắn, Nhân bản ứng dụng, Trợ lý ảo Samsung Bixby 		Camera Trước: 5MP (F2.0) 	Camera Sau : 13MP (F1.9) 	CPU: Exynos 7884 Octa-Core 	RAM: 2GB 	Bộ Nhớ: 32GB 			Tính năng: Dolby Audio, Đèn pin, Chặn cuộc gọi, Ghi âm cuộc gọi, Màn hình luôn hiển thị AOD, Chặn tin nhắn, Nhân bản ứng dụng, Trợ lý ảo Samsung Bixby 
https://tiki.vn/dien-thoai-xiaomi-redmi-7a-2gb-32gb-hang-chinh-hang-p21973814.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Redmi 7A (2GB/32GB) - Hàng Chính Hãng	Xiaomi	Màn hình: IPS LCD, 5.45"", HD+ 		Camera Trước: 5 MP 	Camera Sau: 13 MP 	CPU: Qualcomm Snapdragon 439 8 nhân 64-bit 	RAM: 2GB 	Bộ Nhớ: 32GB 	Hỗ trợ thẻ nhớ: microSD, lên đến 512 GB 		
https://tiki.vn/dien-thoai-iphone-11-pro-256gb-hang-chinh-hang-p32039598.html?src=category-page-1789.1795&2hi=1	Điện Thoại iPhone 11 Pro 256GB - Hàng Chính Hãng	Apple	Màn hình: 5.8 inchs, 1125 x 2436 Pixels 	Hệ điều hành: iOS 13 	Camera trước: 12 MP 	Camera sau: Bộ 3 camera 12MP 	CPU: Apple A13 Bionic (7 nm+) 	RAM: 4GB 	Bộ nhớ trong: 256 GB 		SIM: 1 Nano SIM, 1 eSIM 	Dung lượng pin: 3190 mAh 
https://tiki.vn/dien-thoai-xiaomi-redmi-note-8-hang-chinh-hang-p35773440.html?src=category-page-1789.1795&2hi=1	Điện Thoại Xiaomi Redmi Note 8 - Hàng Chính Hãng	Xiaomi	Màn hình: IPS LCD Full HD+ (1080 x 2340 Pixels) Tính năng: Chia đôi màn hình, Nhận diện khuôn mặt Ứng dụng kép, Không gian thứ hai, chặn tin nhắn, thu nhỏ màn hình sử dụng một tay, chạm 2 lần sáng màn hình, sạc pin nhanh 	Hệ điều hành: Android 9.0 (Pie) 	Camera trước: 13 MP 	Camera sau: Chính 48 MP & Phụ 8 MP, 2 MP, 2 MP 	CPU: Qualcomm Snapdragon 665 8 nhân 			Thẻ nhớ: MicroSD, hỗ trợ tối đa 256 GB 	Thẻ SIM: 2 SIM Nano (SIM 2 chung khe thẻ nhớ), Hỗ trợ 4G 	Dung lượng pin: 4000 mAh Tính năng: Chia đôi màn hình, Nhận diện khuôn mặt Ứng dụng kép, Không gian thứ hai, chặn tin nhắn, thu nhỏ màn hình sử dụng một tay, chạm 2 lần sáng màn hình, sạc pin nhanh 
https://tiki.vn/dien-thoai-vsmart-bee-1gb-16gb-hang-chinh-hang-p26021642.html?src=category-page-1789.1795&2hi=1	Điện Thoại Vsmart  Bee (1GB/16GB) - Hàng Chính Hãng	Vsmart	Màn hình: 5.45 inches 		Camera trước: 5MP 	Camera sau: 8MP 	Bộ vi xử lý:Chip MediaTek MT6739 	RAM: 1GB 	Bộ nhớ ROM: 16GB 		Sim tương thích: 2 Nano SIM, Hỗ trợ 4G 	Pin: 2500mAh 
https://tiki.vn/dien-thoai-samsung-galaxy-a20-32gb-3gb-hang-chinh-hang-p12730548.html?src=category-page-1789.1795&2hi=0	Điện Thoại Samsung Galaxy A20 (32GB/3GB) - Hàng Chính Hãng	Samsung	Màn hình: Super AMOLED, 6.4", HD+ (720 x 1560 Pixels) Tính năng: Dolby Audio, Đèn pin, Chặn cuộc gọi, Ghi âm cuộc gọi, Màn hình luôn hiển thị AOD, Chặn tin nhắn, Nhân bản ứng dụng, Trợ lý ảo Samsung Bixby 		Camera Trước: 8MP 	Camera Sau : Chính 13 MP & Phụ 5 MP 	CPU: Exynos 7884 8 nhân 	RAM: 3GB 	Bộ Nhớ: 32GB 			Tính năng: Dolby Audio, Đèn pin, Chặn cuộc gọi, Ghi âm cuộc gọi, Màn hình luôn hiển thị AOD, Chặn tin nhắn, Nhân bản ứng dụng, Trợ lý ảo Samsung Bixby 
