label	title	h2	content
entertainment	Arts bosses are still too white, Arts Council England says	'Holds back progress'	"More English arts organisations should appoint black and minority ethnic staff to their top jobs, the head of Arts Council England has said.Darren Henley was speaking after Arts Council England (ACE) published its latest diversity figures.They show that 17% of the workforce in companies that get annual ACE funding are black or minority ethnic - compared with 15% in the population as a whole.But 10% of artistic directors and 8% of chief executives are from a minority.And 9% of chairs of boards are black or minority ethnic.""For change to be real, there needs to be more diversity at the top,"" Mr Henley said.Current artistic directors who are from a minority include Indhu Rubasingham at the Tricycle Theatre and Madani Younis at the Bush, both in London, and Dawn Walton and Michael Buffong at touring theatre companies Eclipse and Talawa respectively.British actor and director Kwame Kwei-Armah, who moved to the US to run Baltimore's Center Stage, recently said it was ""painful"" that there were so few ""African-Caribbean or African artistic directors and leaders"" in the UK.The Arts Council's report said it welcomed the ""continued progress"" in increasing diversity in the workforce and ""will be looking to build on this"".But Mr Henley said ""we all have to do better"" when it comes to disability.Just 4% of staff in the 696 organisations that receive annual funding are disabled - compared with 19% in the wider working population, the report said.Mr Henley said the Arts Council would publish recommendations for venues and other funded companies next year on how to tackle this.The report also said attracting audiences from less affluent social groups would be ""a major theme of our future work"".Around a third of people who buy tickets for arts events come from the top two socio-economic groups, which account for 24% of the overall population.And 21% of ticket buyers come from the bottom two socio-economic groups - despite the fact that those groups make up 31% of the country.""For many children and young people from minority communities and from the least prosperous parts of our society, the arts aren't a part of life,"" Mr Henley said.""That exclusion holds back their progress. And this represents a huge waste of our national talent, at a time when we need it more than ever.""Of the funded companies with more than 50 permanent staff and which provided staff data, Bournemouth Symphony Orchestra and Cheltenham Festivals reported that 100% of their staff are white.York Museums Trust is on 99%, Opera North has 98%, English National Opera has 97% and the figure for both the Halle Orchestra and City of Birmingham Symphony Orchestra is 96%.Mr Henley threatened cultural organisations who did not supply full staff data.""We must be able to present an accurate picture of progress and of problems,"" he said.""Inevitably, going forward, we will have to look at the funding conditions of those that do not comply.""Arts Council England will have invested £11.8m specifically in diversity this year, he added.Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk."
entertainment	Samira Ahmed takes BBC to court over equal pay	'Progress'	"BBC presenter Samira Ahmed is taking the BBC to an employment tribunal over alleged unequal pay.According to court listings, Ahmed's case is due to be heard over five days from next Monday.The papers allege ""failure to provide equal pay for equal value work"" under the Equality Act 2010.Ahmed presents Newswatch, which examines BBC editorial decisions, and the Radio 4 arts show Front Row. The BBC has declined to comment.Ahmed began her career as a BBC News trainee in 1990 and has worked as a news correspondent and a reporter on BBC Radio 4's Today programme and BBC Two's Newsnight.She covered the OJ Simpson case as the BBC's Los Angeles correspondent and was a presenter and reporter at Channel 4 News from 2000 to 2011.BBC News has asked Ahmed for a comment on the employment tribunal.The 51-year-old is not the first woman to take issue at the corporation's pay structure. Carrie Gracie previously resigned from her role as China editor in a dispute over equal pay.The BBC then apologised for underpaying her and said it ""has now put this right"" by giving her back pay.She donated the full, undisclosed amount to the Fawcett Society - a charity that campaigns for gender equality and women's rights.The issue of gender pay inequality at the BBC came to a head in July 2017, when it was revealed its best-paid star, Radio 2 presenter Chris Evans, made between £2.2m and £2.25m in 2016/2017. During the same period its highest-paid female presenter, Claudia Winkleman, earned between £450,000 and £500,000.About two-thirds of stars earning more than £150,000 - and all of the top seven earners - were male, the annual report revealed.Director general Tony Hall said there is ""more to do"" on gender and diversity and in September 2017 the BBC announced sweeping pay reviews.Six male BBC presenters, including Huw Edwards, Nicky Campbell and John Humphrys, agreed to pay cuts in January 2018, to help level the playing field.The BBC's most recent annual review showed an improvement for women, with Winkleman, Zoe Ball and Vanessa Feltz now among the corporation's top earners.Rights watchdog, The Equality and Human Rights Commission, is investigating the BBC over pay historical gender pay discrimination.Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk."
entertainment	Capturing the art and beauty of memorials		"Gabrielle Crawford has worked for years as a professional photographer. Now living in Normandy she was puzzled by how few people took an interest in France's monuments to the dead of two world wars. So, having secured a commission, she set about creating a photo collection of the monuments - trying to bring a female perspective to these commemorative works of art.Gabrielle (who was once married to the actor Michael Crawford of Some Mothers Do 'Ave 'Em fame ) remembers being aware of war monuments even when she was very young.""My father was a naval surgeon and on Christmas Day we'd go to the hospital to shake hands with the sailors after church, where there'd always be a monument to the dead.""And each summer we went on holiday to Italy. Driving down through France my father would point out the war memorials and I'd wonder about the stories behind them. Here I am years later having photographed many of them.""France has been a fixture in her life. In 1965 in the British embassy in Paris she married Michael Crawford. That marriage ended but he and their children have been to Normandy to see her photographic exhibition at the Mont-Ormel museum, a few miles from where she lives.In August 1944, Mont-Ormel was the site of a bloody engagement in the battle for Normandy, which followed the D-Day landings of 6 June. Gabrielle Crawford was commissioned by the Orne department to create a photographic record of France's monuments to the dead of two world wars. The collection would then be held at the museum.""When I came to live in Normandy I was taken by the number of war memorials there are - many very beautifully made with amazing detail. In the cities they were designed by architects. But in small towns and villages often they were paid for by local subscription: they're less grand and perhaps more touching. Often they feature images representing the ordinary French people who died when the Germans invaded or who were deported afterwards.""British war monuments are almost all to young men who went abroad to die. But in France it's more complex and often you see children on them and old people and the women who suffered at home. That was the French experience.""She finally chose around 60 images to show in the exhibition. She says it annoys her that some of the original monuments have been moved over the years and are hard to see up close.""That's why in some cases I crop in on faces. Some show real pain and anger but that detail is lost when people speed by in their cars. I did a huge amount of travelling to find the monuments but often when you get to a place it will only be people over 70 who have any idea where they are.""So did French friends think it odd that someone from Britain would take an interest in the monuments? Gabrielle says people were more surprised at a woman taking an interest.""I think the whole issue of war memorials is seen usually as a male thing. But as the pictures mounted up I looked at my work and I thought it's very clearly a woman's eye, a female view. And I hope that's what's new about the collection people will find at Mont-Ormel. I hope the pictures will be seen in other places too.""At least in the north of France people were memorialising invasion and you will see an image of a mother weeping or a daughter terrified because her father has suddenly gone. Relatively few show heroic soldiers and I decided to exclude memorials to an individual general or whatever - but they're pretty rare anyway.""Gabrielle says there's a real power to simple stone or concrete monuments, which often include the classic Poilus - the French infantrymen of the 1914-18 war. (The word roughly equates to the British term Tommy.)""Often they'll be life-size or near life-size and people repainted their coats in blue and the moustache in black. They can end up looking very slightly comic but French people still have an affection for them, perhaps more than for more grandiose monuments.""""And you have to remember that in France the state and the church are separate. So war memorials weren't allowed to have a religious aspect at all: it was more something a particular village would do.""Gabrielle is pleased her exhibition has coincided with the 75th anniversary of D-Day. There are some specific World War Two monuments but often names were added to monuments of World War One.""I've had to limit myself for now to Normandy and a little bit beyond - there are monuments elsewhere I could have included in Picardy and even in Belgium.""But the main aim was to remind people that these monuments exist and are worth looking at. They sometimes contain surprising detail of the suffering wars brought - not just to the soldiers but to parents and wives and children too.""Gabrielle Crawford's photographic exhibition runs at the Mont-Ormel museum in Normandy until 1 September.Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk."
entertainment	Celebrities call for more creative education in schools	'We need to wake up'	"Stars from the arts world have joined industry leaders in urging the UK government to make creative education accessible to all young people.Sir Lenny Henry and model Adwoa Aboah have co-signed a letter championing the value of creative subjects.""For the benefit of the whole of the UK, we urge government to incentivise a broad and balanced curriculum within schools,"" the letter reads.Photographer Rankin and director Sam Taylor-Johnson have also signed up.The letter's release coincides with this year's A-level results, which showed further decreases in the number of students taking drama and music.The letter from the Creative Industries Federation calls on the government to recognise the ""critical"" role of creative education for young people in the creative industries and the economy as a whole.It cites evidence saying there has been an 8% drop in the number of students taking GCSEs in creative subjects since 2014/15.It accuses England's education system of ""sidelining"" creative subjects by excluding them from the English Baccalaureate.Subjects cited in the letter, which has more than 150 signatories, include drama, art, music and dance.The EBacc requires pupils to gain good GCSEs in two sciences, a language and either history or geography, as well as English and maths.""We call for either the discontinuation of the EBacc, or its broadening to include creative subjects,"" the letter to Education Secretary Gavin Williamson said.""It is also crucial that young people and those advising them have better access to high-quality advice about creative careers and how to pursue them.""Taylor-Johnson, director of Fifty Shades of Grey and the forthcoming A Million Little Pieces, said that ""our creative industries are booming"".""Yet policy makers seem to be geared towards denying the next generation of creatives the opportunity to contribute to an enormous part of the UK's economy,"" she continued.The country needs to ""wake up to the risks of undervaluing the skills provided by artistic and creative subjects"", she added.A Department for Education spokesperson said the proportion of young people taking at least one arts GCSE had fluctuated but remained ""broadly stable"" since 2010.""We are clear that the EBacc should be studied alongside additional subjects, like the arts, that reflect pupils' individual interests,"" the spokesperson continued.Entries in drama and music A-levels saw sharp decreases this year, according to figures from the Joint Council for Qualifications (JCQ).There were 5,848 A-level entries for music and 10,207 for drama in 2019 - down from 6,251 and 11,239 on last year.A decade ago, 10,425 students took music A-level, with 16,925 doing drama.Michael Dugher, chief executive of lobby group UK Music, said the figures pointed to ""a deepening crisis facing music in education"".The Department for Education spokesperson said the government was ""providing nearly £500 million of funding from 2016 to 2020 for a diverse portfolio of music and arts education programmes designed to improve arts provision.""Follow us on Facebook and on Twitter @BBCNewsEnts. If you have a story suggestion email entertainment.news@bbc.co.uk."
entertainment	Arts suffering from 'class-shaped hole', Labour inquiry finds	The report's recommendations:	"The arts industry is suffering from a ""class-shaped hole"", a Labour Party inquiry says.The Acting Up report suggests the high audition costs for drama school is one of several factors deterring people from working class backgrounds from entering the arts.It also recommends more school trips to the theatre to encourage young pupils.The government said it was a ""priority"" to ensure everyone can take part in the arts and culture, including in schools.Former Coronation Street and EastEnders actress Tracy Brabin, who was first elected as an MP in by election last year, led the inquiry along with fellow Labour MP Gloria De Piero, who worked as a presenter on GMTV before becoming a politician.Ms Brabin, whose best-known role was as single mother Tricia Armstrong in Coronation Street from 1994 to 1997, said there was a ""diversity crisis on our stages and screens"".The report, commissioned by Labour's deputy leader Tom Watson, looked at what more could be done at school level to encourage young people to consider a career in the arts.It said that drama, and other related subjects, are often treated as inferior at some schools - and that students are sometimes discouraged from studying them.It also suggested there are poor drama facilities, few arts excursions and a lack of awareness about arts career opportunities in many schools.Ms Brabin, who also worked as a TV writer in her pre-political life, said: ""Our performing arts are some of the best in the world and they should represent our whole nation, not just a privileged section of it.""But the systematic eradication of arts education in schools, sky-high drama school audition fees, chronic low pay and a lack of diversity behind the scenes are all contributing to a diversity crisis on our stages and screens.""The publication of the report follows comments made by presenter Anita Rani last week, who said the pay gap among the BBC's top talent was as much about race and class as gender.A government spokesman said it was investing £300m between 2016 and 2020 to encourage young people to participate in music and arts.He said: ""We are completely committed to ensuring that everyone has the opportunity to take part in arts and culture, including in schools.""Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk."
entertainment	Why Flea's memoir ends as the Red Hot Chili Peppers begin	Surviving violence at homeDiscovering music... and nudityBooks stopped him becoming a drug addictHe only had one lesson on the bassHe set up his own music schoolAnthony Kiedis is his best friend, and biggest antagonistThe Chili Peppers just wanted to make people laughOne last thing...	"From the very first chapter of his autobiography, Flea makes it clear he won't be telling a story of rock glory.Being famous, he explains, doesn't count for anything.Instead, the book is a coming of age tale, depicting a chaotic childhood full of fun, danger, misadventure and mayhem. The band that made him a megastar - The Red Hot Chili Peppers - only swerves into view as it reaches its final pages.""I thought if I wrote a book about the Chili Peppers, it'd be like cheating,"" the bassist tells the BBC.""But if I could write a book about my childhood that could exist on its own merits, without the band, then I deserved to write a book. That was the challenge I set for myself.""The result is Acid For The Children, a moving and frequently hilarious glimpse into his formative years; from the wreckage of his parents' first marriage and the explosive temper of his step-father; to the years he spent smoking weed, bunking off school and breaking into swimming pools.Flea thrived on the unpredictability, but felt untethered to the real world.""I looked for love in the faces of people I saw on the street,"" he writes.For people who know his stage persona - mouth pursed, elbows extended, head thrashing over the bass - the vulnerability of his writing may come as a surprise. But Flea emerges as a tender, big-hearted character. Tossed about by the currents of life, he always keeps his head above the water.Ahead of the book's publication, we caught up with Flea as he was ""petting a dog on the head and making a cup of tea"" at his home in LA, to examine some of the key passages.When Flea was 13, he returned home from trick-or-treating to find a group of kids running down the street in a panic.""They informed us that a scary man had gone crazy. He was firing a gun into the street and screaming like a crazed animal,"" he writes.When he got home, he flung open the front door to warn his parents about the mad man, only to find his step-father, Walter Urban Jr, slumped over a chair ""clad only in his underwear, blood smeared about his face and torso, a pistol by his side"".""That stuff was really scary, and it really did traumatise me,"" Flea tells the BBC about the violence that punctuated his childhood.""After some of those really traumatic episodes at my house, I would go to school the next day feeling hung over and in a daze, really upset. But when you're a kid, you don't see the forest for the trees. It's just your experience and you're trying to make sense of it.""So I just waited for that feeling to end, and I'd go play basketball or play in the band and hope for the best. But it was very difficult many a time.""Now 56 and a parent himself, the star says he's put those incidents behind him.""My parents were too wrapped up in their own pain to see what they were doing wrong,"" he says.""Going around holding grudges and resentments saps your spirit so, in a selfish way, for my own personal wellbeing and being the best dad I can, I need to forgive.""While home life was turbulent, it had some upsides. Walter was a musician, whose shelves were ""weighed down by hundreds of jazz albums""; and the house played host to a rotating cast of artists.""Bearing witness to these jazz musicians, playing in my house when I was a little kid, absolutely blew my head off,"" says Flea. ""It opened me up to something so rich and so beautiful and so alive and so infinite that it was the most remarkable gift.""The bohemian lifestyle had its quirks, too.""It was kind of like a naked house,"" he recalls. ""We'd all walk around naked.""I have an old friend, a childhood friend, who's like, 'Man, I remember going over to your house and your dad answered the door, and he was naked!'""He thought that was so wrong, man. He was like, 'This is a lunatic asylum' but for me, when I look back on it, that was the one healthy part of the whole thing.""With a cover photo that shows Flea, aged 12, smoking a joint, it's clear that the memoir won't shy away from the star's predilection for drugs.""LSD was good to me,"" opens one chapter. ""For someone like me, who was running crazy in the street, the drug got me to access my subconscious, to develop introspection.""He goes on to describe experiments with cocaine, speed, heroin and MDMA.Surprisingly, he says it was a love of books that ""stopped me from becoming a junkie or completely frying my brain"".""I'm not a really educated person, but I've always found great joy in reading,"" he tells the BBC. ""It's been a guardian angel for me.""I didn't get a lot of parenting at home, so it gave me a sense of ethics and exposed me to different ways of thinking. So I'd read every night... unless I was too wasted to do it.""Flea is one of the most influential bassists of his generation, with a syncopated-but-melodic style that combines funk, punk and hard rock.But he was originally a jazz trumpeter, who only picked up a guitar to help out his friend, Hillel Slovak.Hillel gave him one lesson, telling him to pluck the strings with two fingers ""alternately, like they were walking,"" and three weeks later, Flea made his stage debut with Anthym.""I've never been very technical,"" he explains. ""I came at it more from jamming and creating rhythms that were unlike anyone else's. I would be drooling because I was so lost in it.""He says the Chili Peppers approached songwriting in a similar way, prioritising instinct over songcraft, until guitarist John Frusciante joined them for their fourth album, Mother's Milk, in 1988.""Honestly, our songwriting really went up a level when John joined the band. He had a lyricism in his playing, but he also understood how to structure a song. I really learned a lot from him.""He may not have studied music formally, but the school marching band played a crucial role in Flea's story.""For me, a wild-assed street kid, the only reason I showed up to school was to play the trumpet,"" he says.But the year he graduated, a new law in California decimated school funding, with arts and music classes the earliest and biggest casualties. So, in 2001, Flea decided to open his own music school, the Silverlake Conservatory.""Music really saved my life as a kid, so I just wanted there to be a hub for kids to get together and play,"" he says.""They talk about school being the 'Three Rs,' - reading, writing and arithmetic, but at our school, we always talk about the 'Three As,' - academics, arts and athletics.""""I meet adults now who are like, 'Hey, when I was 12 years old, I went to your school and it changed my life'. That really means a lot to me.""Anthony Kiedis, the Red Hot Chili Peppers' wild-eyed frontman was, Flea says, his ""missing link"".""He was unlike anyone I had ever met,"" he writes. ""Among my friends, I was the guy who was always trying to do something that would freak people out. Then I met Anthony and he matched me step for step"".Their bond was watertight, but the relationship was stormy. Flea recalls one trip to Michigan where the duo started trading insults. ""It started out lightly and humorously, but became meaner and more personal, preying on each other's insecurities, doing our best to humiliate and hurt each other,"" he recalls.In his own autobiography, Scar Tissue, Kiedis called the relationship with Flea ""bizarre and sometimes dangerous"". So was the bassist wary of re-opening old wounds?""I hesitated to write it,"" the musician admits. ""Obviously I want to be respectful to him but this is the story, man.""When I look back, I can still feel all that pain - but in the end, that's the thing that makes our creative relationship what it is, do you know what I mean?""Flea's book ends in 1983, as the Chili Peppers play their first gig under the name Tony Flow and the Miraculously Majestic Masters of Mayhem.With just one song in their repertoire (Out In LA), they fill the stage time by dancing to the Jonzun Crew's electro-funk hit Pack Jam.""When we started the band, everything was about what was funny to us,"" he explains. ""We really loved this song, so we came up with a dance routine in our living room, going, 'This would be so fun!'""And, you know, it was the most fulfilling experience, artistically, that I'd ever had in my life.""He says that, 36 years later, the band's goals are the same.""It goes through ups and downs and phases. There's times when it's gruelling work - but when we get those moments where it's hilarious and we're all tingling and laughing, it's the greatest thing in the world.""Flea didn't want to write a memoir at all. If he'd had his way, the star's first book would have been very different.""What I'd actually like to write is a fiction book about the life of whales. Like Watership Down, but for whales.""I've been thinking about it. I was just on a five-day backpacking trip and I was thinking about it the whole time.""Flea's book Acid For The Children is out now.Follow us on Facebook, or on Twitter @BBCNewsEnts. If you have a story suggestion email entertainment.news@bbc.co.uk."
entertainment	More arts funding 'should go outside London'	Funding warningBudgets 'squeeze'	"Theatres, galleries and other cultural groups located outside London should get a bigger share of government arts funding, a committee of MPs has said.There should be a ""better regional balance"" in the grants, according to the House of Commons Culture, Media and Sport select committee.They said it was easier for arts organisations in London to raise money through sponsorship and philanthropy.Arts Council England said it was increasing funding outside London.The body distributes government money in the form of annual funding to almost 700 venues and other arts organisations.""We agree that more needs to be done on increasing the proportion of our funding outside the capital,"" Arts Council chief executive Darren Henley said.A spokesperson said 56 percent of the Arts Council's annual government funding will be spent outside London 2017/18. This will rise to 60 percent in 2018/19.The Arts Council also distributes National Lottery money and said 75 percent of its Lottery pot would go outside the capital by 2018.Committee chair Damian Collins MP said there should be ""a greater appreciation of the cultural treasures and creative innovation to be found across the UK, and especially outside of London"".He added: ""Strong local leadership and innovation from regional arts and cultural organisations has produced some remarkable successes, but more needs to be done to avoid further closures of small museums and galleries, as funding from local authorities declines.""The report also said major national institutions should only get direct government subsidies if they support regional organisations, through lending exhibits, touring and mentoring.In its response to the report, the Local Government Association said councils had ""always been a vital part of this country's cultural landscape, spending over £1 billion a year on culture"".Cllr Ian Stephens, chair of the LGA's culture tourism and sport board, said councils were ""working more efficiently... to support cultural experiences and facilities through trusts or social enterprises, shared services [and] maximising income generation"".However, he continued, ""the squeeze on council budgets as a result of the £2.6bn social care funding gap by 2020 means councils will have to continue to divert more money from other local services, including cultural services, to try and plug growing social care funding gaps"".Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk."
entertainment	Gary Rhodes died from head injury, family confirms		"Celebrity chef Gary Rhodes died from a head injury, his family has confirmed.They released a statement to the London Evening Standard ""in order to end painful speculation"".It confirmed Rhodes, who died aged 59, collapsed at his home in Dubai with a subdural haematoma, which is usually associated with a brain injury.His death was widely reported on Wednesday, followed by some press speculation as to the cause.The family statement read: ""In order to end painful speculation surrounding the sudden passing of our beloved Gary Rhodes OBE, the Rhodes family can confirm that after a successful day shooting with Rock Oyster Media for ITV here in Dubai, Gary returned home in a very happy mood for a peaceful evening with his wife Jennie.""After dinner, Gary unfortunately collapsed in their residence and was rushed to hospital but unfortunately passed away due to subdural haematoma.""At this time, there are no other details and the family would again request privacy around this very tragic loss and again, thank friends and family for their ongoing support at this time.""Rhodes, who ran two restaurants in Dubai, appeared on MasterChef, Hell's Kitchen and his own series Rhodes Around Britain.He was also a contestant on Strictly Come Dancing in 2008, in which he was partnered by professional dancer Karen Hardy.In a message posted by her dance studio, Hardy said she was ""truly speechless and lost for words"".Speaking on Strictly spin-off show, It Takes Two, presenter Zoe Ball paid tribute to the late star, saying ""our love and thoughts go out to Gary's family and friends"".Fellow chef Gordon Ramsay led the tributes to Rhodes on Wednesday, writing on Twitter: ""We lost a fantastic chef today in Gary Rhodes. He was a chef who put British Cuisine on the map. Sending all the love and prayers to your wife and kids. You'll be missed.""Writing on Instagram, Jamie Oliver added: ""Gary was a fantastic chef and incredible ambassador for British cooking, he was a massive inspiration to me as a young chef. He re-imagined modern British cuisine with elegance and fun. rest in peace Chef.""Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk."
entertainment	Gary Rhodes: Chef and TV presenter dies aged 59		"Gary Rhodes, the celebrity chef known for his spiky hair and passion for British cuisine, has died aged 59.According to a family statement, he died on Tuesday ""with his beloved wife Jennie by his side"".""The Rhodes family are deeply saddened to announce the passing of beloved husband, father and brother, Gary Rhodes OBE,"" the statement read.""The family would like to thank everyone for their support and ask for privacy during this time.""Born in south London in 1960, Rhodes grew up in Kent and trained at Thanet Technical College.His first professional job was at the Amsterdam Hilton, where he began to experiment with nouvelle cuisine.He opened his first restaurant in 1997 and was made an OBE in 2006.His TV work included appearances on MasterChef, Hell's Kitchen and his own series Rhodes Around Britain.He was a contestant on Strictly Come Dancing in 2008, in which he was partnered by professional dancer Karen Hardy.In a message posted by her dance studio, Hardy said she was ""truly speechless and lost for words"".Speaking on Strictly spin-off show, It Takes Two, presenter Zoe Ball paid tribute to the late star, saying ""our love and thoughts go out to Gary's family and friends"".Rhodes died in Dubai, where he ran two restaurants - Rhodes W1 and Rhodes Twenty10.Jaideep Bhatia, PR director of the Grosvenor House Dubai, which housed Rhodes W1, said Rhodes was working ""until the day he died"".According to TV company Rock Oyster Media, Rhodes had been filming a new ITV series when he was ""taken ill very suddenly at home"".""All at Rock Oyster Media and Goldfinch are devastated by this tragic news,"" it said in a statement.Gordon Ramsay led the tributes to Rhodes, writing on Twitter: ""We lost a fantastic chef today in Gary Rhodes. He was a chef who put British Cuisine on the map. Sending all the love and prayers to your wife and kids. You'll be missed.""Writing on Instagram, Jamie Oliver added: ""Gary was a fantastic chef and incredible ambassador for British cooking, he was a massive inspiration to me as a young chef. He re-imagined modern British cuisine with elegance and fun. rest in peace Chef.""Great British Bake Off judge Prue Leith said: ""Gary was the first rock star of cooking, making it cool for boys to cook. Spiky haircut, tight trousers, full of energy. And a great chef.""Fellow chef James Martin wrote: ""Hugely influential in my life and the life of the British food scene. Gent and genius... RIP Gary, I can't believe you're gone.""Ainsley Harriott added: ""So sad to hear the news about Gary Rhodes. A true culinary icon and a lovely man. Sending my love and thoughts to his wife Jennie and their boys. RIP, my friend.""I’m so sad to hear of Gary Rhodes’ death. His poor family. He was such a talent, nothing to do with the showbiz aspect. Remember his food from the Castle Hotel and the Greenhouse so fondly and admiringly.End of Twitter post by @Nigella_Lawson1/2 I’m deeply shocked and hugely saddened to hear the tragic news about Gary Rhodes. He is one of the greatest British chefs who almost single handedly put British food on the world stage. Taking simple ingredients, embracing classic dishes & making something world classEnd of Twitter post by @ChefTomKerridgeoh my goodness! just heard the tragic news that Gary Rhodes has died. Always a lovely man who gave me great advice when I first started out. Love and thoughts to Jennie and the boysEnd of Twitter post by @simonrimGary Rhodes was an amazing chef and led the charge for British cooking. Eating at the Greenhouse when he was in the kitchen in the nineties was a life-changing experience for me and many other chefs, and his TV shows inspired millions. We salute you, Gary, and we’ll miss you.End of Twitter post by @HughFWIn a statement, Grosvenor House Dubai and Le Royal Meridien Beach Resort and Spa, where Rhodes worked, said: ""The team are devastated to hear of the tragic passing of Chef Gary Rhodes OBE.""Not only has the industry lost a true culinary legend, we have also lost an inspirational human being and a very dear friend.""No words can express our sadness at Gary's death or our gratitude for the opportunity to work with him. Our thoughts and prayers are with the Rhodes family.""I have not only lost a brother but a best friend too. Gary you will always be by my side, in my thoughts but most of all in my heart. The times I have spent with you have been some of the most special of my life. Rest in Peace beloved man - love you always pic.twitter.com/YEq3ih4QeFEnd of Twitter post by @KitrhodesFollow us on Facebook, or on Twitter @BBCNewsEnts. If you have a story suggestion email entertainment.news@bbc.co.uk."
entertainment	Gary Rhodes' life in pictures: Michelin stars, MasterChef and more		"Gary Rhodes, who has died at the age of 59, was one of Britain's most popular chefs on and off screen - showing his love of good British food on numerous TV shows, and winning Michelin stars for his restaurants.Rhodes grew up in Kent and began cooking at the age of 14, when his mother went back to work and asked him to cook his younger sister's dinners.His first kitchen job was at the Hilton in Amsterdam. While there, he was hit by a van and needed brain surgery, but he recovered and returned to England. He made his first TV appearance on Keith Floyd's Floyd on Britain and Ireland in 1988.His first full series for the BBC, Rhodes About Britain, was broadcast in 1994, and a second series followed a year later.Then came programmes like Open Rhodes, Gary Rhodes's New British Classics and Classic Rhodes.By the time he opened his first restaurant, City Rhodes in 1997, he was a household name, and his trademark spiky hair made him one of TV's most recognisable celebrity chefs.City Rhodes won its Michelin star within 12 months. In 1998 he opened Rhodes in the Square, in Pimlico, which also won a Michelin star.In 2001, the BBC chose Rhodes to take over as host of MasterChef from Lloyd Grossman, who had been at the helm for 10 years.But Rhodes' incarnation of the show lasted just one series before being cancelled. It was later relaunched - without Rhodes - in 2005.His other TV shows included Gary Rhodes at the Table, Cookery Year and Rhodes Across India, while he published more than 20 cookbooks.He often said he disliked the reputation he had among some food writers (""all this cheekie-chappie rubbish""), which was embodied by his spiky hair. But he said: ""I think it wouldn't matter if I changed my hairstyle tomorrow, they wouldn't like the next hairstyle either.""When Rhodes was made an OBE for services to the hospitality industry in 2006, he said the honour was more exciting than receiving a Michelin star.""As a young lad growing up you would hear about these people getting these honours and think how proud they must feel. I never thought something like this would happen,"" he said.He took part in the sixth series of Strictly Come Dancing in 2008, partnered with Karen Hardy. But his dancing wasn't quite up to the standard of his cooking - they were the third couple to be voted off.He's pictured here on St George's Day 2009 with Boris Johnson - then mayor of London, now prime minister. Rhodes is wielding a bread and butter pudding, and once said he was most proud of redeeming the humble dish's reputation.He's pictured with fellow chefs Heston Blumenthal (left) and Michel Roux Jr (centre), who were judging chefs competing to win a Roux Scholarship in 2009.He championed tomatoes on BBC Two's Great British Food Revival in 2012.Rhodes' family said he died on Tuesday in Dubai, which had become his home and where he ran two restaurants.Follow us on Facebook, or on Twitter @BBCNewsEnts. If you have a story suggestion email entertainment.news@bbc.co.uk."
