id	title	text	label
18	'Army stands firmly under Party’s leadership: top leader'	'General Secretary and President Nguyễn Phú Trọng inspects military equipment on exhibition at the political-military conference in 2018. — VNA/VNS Photo Trí Dũng\nHÀ NỘI The Việt Nam People’s Army (VPA) has always served as the core force to, together with the Party and the people, achieve accomplishments in national liberation and construction and defence throughout its 75-year history, Party General Secretary and President Nguyễn Phú Trọng has said.\nIn an article published for the 75th founding anniversary of the VPA (December 22, 1944), the Party and State leader stressed those accomplishments were the results of multiple factors, of which the Communist Party of Việt Nam’s (CPV)’s comprehensive, absolute and sound leadership is a decisive one.\nTrọng, who is also Secretary of the Central Military Commission, says in the article the Party has flexibly applied Marxism-Leninism and President Hồ Chí Minh’s thought to build a new-style army that suits the specific situation in Việt Nam. The Party also affirmed the inevitable need to turn the army into the key force in the cause of national liberation and defence.\nDuring the resistance war against the invading French colonialists, the VPA won glorious achievements, including the 1953-1954 Winter-Spring Campaign with the peak of the Điện Biên Phủ victory that forced the French government to sign the Geneva Accords in 1954, ending the war and restoring peace in Indochina.\nThis was the first time in contemporary history that an army equipped with rudimentary weapons defeated a professional counterpart, which marked the beginning of the collapse of colonialism and provided a strong boost to the national liberation movement around the world, he stressed.\nIn the anti-US war, the VPA, along with the entire Party and people, consecutively foiled war strategies. Such great victories won by the Vietnamese army and people drove the US to sign the Paris Peace Accords that committed to put an end to the war, and created a premise for the Spring General Offensive and Uprising in 1975, culminating with the historic Hồ Chí Minh Campaign, leading to the full liberation of South Việt Nam, national reunification and the end of the 30-year resistance war, the leader said.\nNot only fighting to liberate their own country, with a pure proletarian international spirit, the VPA has also stood side by side with armed forces of Laos and Cambodia in the fight against common enemies.\nRight after the anti-US war ended, the VPA immediately embarked on another fierce battle to protect the national border and performed its international mission of helping Cambodian people escape genocide.\nDuring the cause of national construction and defence in the renewal period, the army has carried forward its role in combat and production, while serving as an advisor of the Party and the State in military, national defence and drafting strategic guidelines for national protection.\nAt the same time, it has made outstanding performance in defence diplomacy, contributing to building a peaceful and stable environment for national building and development, Trọng says.\nOver the past 75 years, in any revolutionary period, even the toughest time, the CPV has maintained its comprehensive, absolute and direct leadership over the VPA.\nThis is an important factor for the success of national building and safeguarding, and also the decisive factor for the growth, combat capacity and triumph of the army, he says.\nThe Party General Secretary points out that unforeseeable and complex developments are lying ahead in the regional and global situation, along with increasing traditional and non-traditional security challenges and fierce strategic competition between world powers.\nThe East Sea (known as the South China Sea) issue also contains many unexpected risks, he says, adding that the trend of connectivity, globalisation and the Fourth Industrial Revolution have been exerting profound impacts on all countries in various spheres.\nInside the country, the macro economy has been stabilised but not quite sustainably. Although Việt Nam’s internal strength has been consolidated and its prestige and position in the international arena have been rising, the country still faces a range of difficulties and challenges.\nThe Party leader also called attention to the fact that hostile forces have stepped up the so-called “peace process,” “self-evolution,” “self-transformation,” “non-politicisation,” and “civilisation” of the army, especially before, during and after all-level Party congresses and the 13th National Party Congress.\nThe cause of national construction and defence goes with heavy requirements, with the struggle to safeguard the country’s sovereignty over its sea, islands and territorial integrity forecast to be a tough, long-term and complex one.\nIn 2020 and the years to come, the VPA will have to take on tougher tasks, he said, requiring the Party to maintain and enhance its absolute, direct and comprehensive leadership over the VPA in order to help the army complete its missions.\n“We believe that with its 75-year history of building and fighting under the Party leadership, the VPA will continue to write more glorious historical pages for the nation,” he concludes. VNS'	politics-laws
19	'VN, Japan agree to enhance exchanges between parliamentarians'	'Vietnamese National Assembly Chairwoman Nguyễn Thị Kim Ngân meets\xa0Vice President of the House of Councillors of Japan Ogawa Toshio\xa0in Hà Nội on Thursday. — VNA/VNS Photo Trọng Đức\nHÀ NỘI — Việt Nam and Japan have agreed to increase exchanges between parliamentarians, especially young and female lawmakers, to share information and experience in legislative activities.\nThe agreement was reached between Vietnamese National Assembly Chairwoman Nguyễn Thị Kim Ngân and Vice President of the House of Councillors of Japan Ogawa Toshio at a meeting in Hà Nội yesterday.\nThe two leaders agreed to promote the connecting role of the Vietnam-Japan Friendship Parliamentarians’ Group and the Japan-Việt Nam Friendship Parliamentary Alliance.\nThey said the two parliaments have paid attention to supervising co-operation agreements signed between Việt Nam and Japan in all fields, as well as support the two governments to step up ties.\n\nThe two sides recognised the development of the Việt Nam-Japan extensive strategic partnership for peace and prosperity in Asia.\nNgân said Việt Nam attaches great importance to ties with Japan.\n\nShe added that Việt Nam appreciated Japan’s co-operation and provision of official development assistance (ODA), which has helped Việt Nam with national development, poverty reduction, economic growth, and settlement of post-war consequences.\n\nNgân proposed the House of Councillors of Japan encourage Japanese businesses to invest\xa0in Việt Nam in hi-tech agriculture and supporting industries, as well as enable\xa0Vietnamese firms to join Japanese suppliers’ chains.\n\nShe also suggested promoting cultural exchanges, locality-to-locality co-operation, and collaboration in human resources development.\n\nShe called on the two countries to strengthen ties at regional and global forums.\n\nNgân hoped Japan will continue supporting the viewpoints of ASEAN and Việt Nam on maintaining peace, stability, security, safety and freedom of navigation and aviation in the East Sea, as well as settling disputes via peaceful measures in line with international law, including the 1982 United Nations Convention on the Law of the Sea.\n\nToshio said Japanese parliamentarians support\xa0developing relations with Việt Nam.\n\nRegarding settling post-war consequences, he said this is not only a matter of bilateral co-operation but also a humanitarian issue. Therefore, the Japanese parliament and government will assist Việt Nam in this field, he vowed. — VNS'	politics-laws
20	'Cambodian, Lao, Myanmar\xa0defence officials welcomed in Hà Nội'	'Prime Minister Nguyễn Xuân Phúc (R) meets\xa0Cambodian Deputy Prime Minister and Minister of National Defence Tea Banh in Hà Nội on Thursday. — VNA/VNS Photo Thống Nhất\nHÀ NỘI — Prime Minister Nguyễn Xuân Phúc met Cambodian Deputy Prime Minister and Minister of National Defence Tea Banh, and Lao Minister of National Defence Chansamone\xa0Channhalat in Hà Nội on Thursday.\nPM Phúc welcomed the two ministers’ visits to Việt Nam and attendance at the 75th founding anniversary of the Vietnam People’s Army (December 22, 1944).\n\nThe PM said Việt Nam, Laos, and Cambodia are three neighbouring countries with shared border lines, adding that the nations are also members of the Association of Southeast Asian Nations (ASEAN).\n\nIn the past, the trilateral relations have been continuously consolidated and developed in various fields based on the respect for each country’s independence, self-reliance, sovereignty, territorial integrity, equality, and mutual benefits, he said.\n\nThe effective implementation of the development triangle cooperation programme linking the Central Highlands of Việt Nam, the northeast of Cambodia, and the southeast of Laos has helped improve lives of local people and ensure political stability, security, and defence in the respective countries, PM Phúc said.\n\nIn the context of complicated and unpredictable developments in the region and the world, the three countries are affected by common challenges such as cross-border crime, drug crime, human trafficking, free emigration, trans-national smuggling, and particularly the destruction of hostile forces, he added.\n\nThe three nations should enhance cooperation, especially in defence and security to maintain a peaceful and stable environment in each country and the region at large, PM Phúc suggested.\n\nTea Banh informed the Vietnamese PM about the good outcomes of a joint rescue drill at a border area in Việt Nam’s Long An Province and Cambodia’s Svay Rieng Province.\nPrime Minister Nguyễn Xuân Phúc (R) meets\xa0Lao Minister of National Defence Chansamone\xa0Channhalat in Hà Nội on Thursday. — VNA/VNS Photo Thống Nhất\nChansamone\xa0Channhalat said Laos will support Việt Nam to fulfill important external tasks in 2020, including the role of ASEAN Chair and non-permanent member of the United Nations Security Council for 2020-21.\nThey are not historical events of Việt Nam but of the three Indochinese countries, he said.\n\nThe minister noted that Laos will host activities later this month to mark the 70th anniversary of the traditional day of Vietnamese volunteer soldiers and experts in Laos (October 30) to express deep gratitude to them.\n\nPM Phúc highly appreciated the three countries’ defence ministries for actively supporting each other at regional and international forums, especially at the ASEAN Defence Ministers Meeting (ADMM) and ADMM+.\nMyanmar defence chief visit\nNational Assembly Chairwoman Nguyễn Thị Kim Ngân met Senior General Min Aung Hlaing, Commander-in-Chief of Myanmar Defence Services, in Hà Nội on Thursday, during which she affirmed that Vietnamese leaders always back stronger cooperation between the two countries’ armies.\nSenior General Min Aung Hlaing\xa0is on an official visit to Việt Nam from December 18-22 at the invitation of the General Staff of the Việt Nam\xa0People’s Army.\nSen. Lt. Gen. Phan Văn Giang, Chief of General Staff of the Vietnam People’s Army and Deputy Minister of Defence (left) and\xa0Senior General Min Aung Hlaing, Commander-in-Chief of Myanmar Defence Services review the guard of honour at a welcome ceremony in Hà Nội on Thursday. — VNA/VNS Photo Dương Giang\nNA Chairwoman Ngân\xa0urged Vietnamese and Myanmar military leaders to instruct relevant agencies to work out suitable forms and measures for the more comprehensive and effective implementation of bilateral cooperation agreements in defence.\n\nSenior General Min Aung Hlaing said there is a plenty of room for cooperation between Việt Nam and Myanmar,\xa0repeating the proposal of transporting goods by road through Laos instead of by sea to shorten the distance and time.\n\nHe asked Chairwoman Ngân to pay more attention to encouraging Vietnamese businesses to invest in Myanmar.\nEarlier the same day,\xa0Min Aung Hlaing had a meeting with Defence Minister General Ngô Xuân Lịch during which he affirmed to do his utmost to promote traditional relations between the two countries and armies for the sake of the two peoples.\n\nMinister Lịch said that Việt Nam and Myanmar have effectively carried out multilateral and bilateral agreements, and expanded cooperation in the fields of training, communications, military medicine, and exchange of young officers. He described Telecom International Myanmar, a joint venture between the Viettel Military Industry and Telecoms Group, Myanmar military and several partners, as a highlight in the cooperative ties.\n\nSen. Lt. Gen. Phan Văn Giang,\xa0Chief of General Staff of the Vietnam People’s Army and Deputy Minister of Defence, hosted a welcome ceremony for, and held talks with Min Aung Hlaing yesterday, during which he said the latter’s visit will contribute to developing the traditional friendship between the two armies and the two countries as a whole in\xa0a more result-oriented and effective manner.\n\nBoth countries have enjoyed a sound friendship, which has been treasured by generations of leaders and peoples, Giang said, underlining Việt Nam always attaches importance to deepening the ties with Myanmar for the benefit\xa0of both peoples as well as for peace, stability, cooperation and development of the ASEAN Community and the world.\n\nGiang and his Myanmar guest said that military cooperation has been unceasingly developed, with positive results seen in delegation exchanges, language training and medical medicine.\n\nIn the future, both sides will continue carrying out their cooperative agreements, promoting the efficiency of the joint working group, as well as accelerating the organisation of the first defence policy dialogue.\n\nRegarding multilateral cooperation, they agreed to support each other at multilateral forums and issues of mutual interest, particularly at regional defence-military cooperative mechanisms such as the ASEAN Defence Ministers’ Meeting (ADMM) and ADMM Plus. — VNS'	politics-laws
21	'UN lauds Việt Nam’s contributions to peacekeeping missions'	"Vietnamese staff members of the level-two field hospital rotation 2 are about to board Australian Air Force's\xa0Boeing C-17 Globemaster III, which will transport them to South Sudan, in November. — VNA/VNS Photo Dương Giang\nNEW YORK — United Nations Under-Secretary-General for Peace Operations Jean-Pierre Lacroix has lauded Việt Nam’s contributions to the UN, especially via peacekeeping missions.\nHe made the remarks during a ceremony to mark the 30th anniversary of the All-People Defence Festival and the 75th anniversary of the Việt Nam People’s Army held by the Permanent Việt Nam Mission to the UN in New York on Wednesday, with nearly 100 distinguished guests.\nLacroix also hailed Việt Nam for sending staff to hotspots such as South Sudan for UN peacekeeping missions.\nHe said Việt Nam has actively worked with partners to offer military training and seek better ways to ensure the effectiveness of peacekeeping activities.\nSpeaking at the event, Ambassador Đặng Đình Quý, head of the Việt Nam Permanent Mission to the UN, highlighted the achievements made by the Việt Nam People’s Army over the past 75 years.\nQuý expressed his thanks to UN agencies, war veterans and international friends for their support for national liberation and fulfilment of international obligations.\nHe said Việt Nam is committed to further contributions to UN peacekeeping efforts around the world.\nThe Việt Nam People’s Army treasures global integration and defence relations via peaceful means, contributing to improving its stature in the international arena, he said. — VNS"	politics-laws
22	'US committed to supporting a prosperous, independent Việt Nam'	"Deputy Foreign Minister Bùi Thanh Sơn\xa0held talks with visiting US Assistant Secretary of State David Stilwell in Hà Nội on Wednesday, then attended a ceremony to announce the logo of the 25th anniversary of Việt Nam-US diplomatic ties, the first in a series of events celebrating the occasion. — VNA/VNS Photo\nHÀ NỘI — Deputy Foreign Minister Bùi Thanh Sơn\xa0held talks with visiting US Assistant Secretary of State David Stilwell in Hà Nội on Wednesday.\nDuring the talks, Thanh Sơn\xa0welcomed the positive and substantive development of Việt Nam-US ties, highlighting important milestones such as the visit by US President Donald Trump for the second US-DPRK Summit in Hà Nội in February this year.\nThe Deputy FM spoke highly of the progress in bilateral economic and trade ties, with the US being Việt Nam’s largest export market and Việt Nam emerging as one of the fastest-growing importers of the US, with an annual growth of nearly 20 per cent.\nHe lauded the active implementation of the action plan towards a harmonious and sustainable trade balance, as well as new developments in bilateral collaboration in education-training, post-war recovery, national defence-security, and regional and global issues of shared concern.\nThanh Sơn\xa0proposed the two countries bolster their cooperation next year when they mark the 25th anniversary of bilateral diplomatic ties, and suggested they maintain visits, especially those at high level, promote economic-trade-investment ties as the driving force for bilateral ties, as well as collaboration in post-war recovery, science-technology, education-training, and national defence-security.\nStilwell\xa0reaffirmed that the US treasures its comprehensive partnership with Việt Nam and commits to supporting a strong, independent and prosperous Việt Nam that plays an increasingly important role in the region.\nHe wished to continue partnering with Việt Nam to promote the practical and substantive development of bilateral ties in the near future, especially on the occasion of the 25th anniversary of bilateral diplomatic ties.\nThe guest agreed to prioritise economic-trade-investment ties as a focus and driving force of the bilateral comprehensive partnership, and effectively realise signed economic-trade deals.\nHe pledged to help Việt Nam overcome war consequences, including the dioxin clean-up project at Biên Hoà airport, adding that he hoped the two sides will soon reach a consensus on the Peace Corps programme so that it can be launched soon in Việt Nam.\nOn regional and global issues, he affirmed the US’\xa0policy of maintaining security, safety, maritime and aviation freedom, and unobstructed trade in the South China Sea (known in Việt Nam as the East Sea).\nThe US supports the settlement of disputes in the East Sea by peaceful means in accordance with international law, including the 1982 United Nations Convention on the Law of the Sea, with full respect for diplomatic and legal process as well as full and effective implementation of the Declaration on the Conduct of Parties in the East Sea, towards the early signing of an effective and practical Code of Conduct in the East Sea, he said.\nThe US wants to step up collaboration within the framework of the Lower Mekong Initiative, increase coordination with Viet Nam at regional and global forums, especially when Việt Nam serves as Chair of ASEAN and a non-permanent member on the United Nations Security Council.\nFollowing the talks, host and guest attended a ceremony to announce the logo of the 25th anniversary of Việt Nam-US diplomatic ties, the first in a series of events celebrating the occasion.\nAt the event, the US embassy in Việt Nam screened a video clip featuring US Secretary of State Mike Pompeo’s message marking the anniversary.\nDefence ties\nThe same day, Vietnamese Deputy Minister of Defence Nguyễn Chí Vịnh hosted a reception for the visiting US diplomat.\nVịnh laid stress on the fruitful defence cooperation between the two countries over the past decade, particularly in the fields of exchange of delegations at all levels, war consequence settlement, training, experience sharing in UN peacekeeping activities, and marine security, among others.\nHe said both sides should bolster the collaborative ties especially when Việt Nam is acting as ASEAN Chair in 2020.\nPriority should be given to delegation exchange, organisation of consultative dialogues, search and rescue activities, humanitarian aid, marine security, military medicine, and so on, he highlighted.\nThe US diplomat\xa0expressed his hope that Việt Nam and the US will enhance cooperative ties, contributing\xa0to concretising all signed agreements as well as boosting\xa0bilateral defence ties. — VNS\nVietnamese Deputy Minister of Defence Nguyễn Chí Vịnh had talks with\xa0US Assistant Secretary of State David Stilwell. — Photo from the People's Army Newspaper"	politics-laws
23	'NA Standing Committee fulfills working programmes of 2019'	'National Assembly Chairwoman Nguyễn Thị Kim Ngân speaks\xa0at the closing ceremony of the committee’s 40th session in Hà Nội on Wednesday. — VNA/VNS Photo Trọng Đức\nHÀ NỘI — The National Assembly Standing Committee had\xa0made remarkable efforts and successfully implemented the programmes and plans set for\xa02019, NA Chairwoman Nguyễn Thị Kim Ngân said at the closing ceremony of the committee’s 40th session in Hà Nội on Wednesday.\nThe top legislator said\xa0that in 2020, the committee must be more proactive in its implementation of working programmes.\nShe urged the Government, the Standing Committee of Ethnic Affairs Council, NA committees, the NA Secretary General, the State Audit and relevant agencies to implement the resolutions and conclusions of the meeting.\nDuring the 40th session, the NA Standing Committee summed up the outcomes of the eighth session of the 14th National Assembly and discussed initial preparations for the ninth session.\nAfter 28 days, the eighth session wrapped up with the adoption of 11 laws and codes, and 17 resolutions. Legislators also gave opinions on 10 bills, and conducted thematic supervision on one issue.\nA Q&A\xa0session attracted special attention, with voters and people nationwide approving the issues selected for the hearings and appreciating the quality of those activities.\nThe ninth session is scheduled to take place from May 20 to June 17, 2020, focusing on law-building.\nAccording to Ngân, the NA would\xa0take another\xa0step towards\xa0building an\xa0e-parliament at the ninth session to better serve people, constituents\xa0and NA agencies. — VNS'	politics-laws
24	'NA Standing Committee opens 40th session'	'NA Chairwoman Nguyễn Thị Kim Ngân delivers a speech at the meeting. — VNA/VNS Photo Trọng Đức\nHÀ NỘI — The National Assembly (NA) Standing Committee opened its 40th session, the last of the year, in Hà Nội yesterday.\nIn her opening speech, NA Chairwoman Nguyễn Thị Kim Ngân said at this sitting, the NA Standing Committee would review the outcomes of the recent eighth session of parliament, give opinions on preparations for the ninth session next year, and discuss a development strategy for the State Audit.\nThe meeting will also look at diplomatic and international co-operation programmes in 2019, and consider external activities of the NA Standing Committee, the NA’s Ethnic Affairs Council and committees, friendship parliamentary groups, agencies of the NA Standing Committee, the State Audit Office, and the NA Office.\nBesides, the NA Standing Committee is scheduled to decide the organisation of district and commune level administrative units in 11 provinces, along with the establishment of Quảng Thành Ward in Gia Nghĩa Township and the establishment of Gia Nghĩa City in the Central Highlands province of Đắk Nông.\nThe committee will adjust the foreign capital-funded investment plan in 2019 among ministries, sectors and localities while assigning a medium-term investment plan using the central budget for 2016-20 to the Vietnam Development Bank.\nThe NA Standing Committee’s agenda for 2020 would also be discussed during this session, which is set to last for one and a half days, according to the chairwoman.\nFollowing the opening, participants scrutinised the organisation of district- and communal-level administrative units in 11 provinces and the foundation of Quảng Thành Ward in Gia Nghĩa Township and Gia Nghĩa City in Đắk Nông Province.\nNA Standing Committee’s members voted on the organisation unanimously.\nIn the afternoon, the NA deputies gave feedback on a development strategy for the State Audit of Viet Nam for 2020-30 with a vision to 2035.\xa0— VNS'	politics-laws
25	'Deputy PM calls for more investment from Japan’s Tochigi prefecture'	"Deputy Prime Minister Trương Hòa Bình (right) received the Governor of Tochigi prefecture of Japan in Hà Nội on Tuesday. VNA/VNS Photo\nHÀ NỘI Deputy Prime Minister Trương Hòa Bình received the Governor of Japan's Tochigi prefecture\xa0in Hà Nội on Tuesday, during which Bình asked the Japanese locality to encourage its businesses to invest in Việt Nam.\n\nTaking note of positive progress in the co-operation between Việt Nam and Tochigi prefecture in recent years, Deputy PM Bình welcomed Governor Fukuda Tomikazu’s work in promoting ties with Việt Nam in labour and human resources training.\n\nThe Deputy PM highlighted the robust development of the strategic partnership between the two countries, adding that Việt Nam attached\xa0importance to collaboration at all\xa0levels.\n\nHe informed his\xa0guest that Secretary- General of the Liberal Democratic Party and Chairman of the Japan- Việt Nam Friendship Parliamentary Alliance Nikai Toshihiro would\xa0lead a 1,000-strong delegation to Việt Nam in January 2020. Việt Nam planned\xa0to organise a conference for\xa0Vietnamese and\xa0Japanese leaders on the\xa0occasion, Bình said.\n\nGovernor Fukuda said he admired the rapid development of Việt Nam, noting that 22 firms from\xa0his prefecture had\xa0invested\xa0in Việt Nam, while there were around 6,000 Vietnamese living, studying and working in the prefecture.\n\nAccording to the governor, most Vietnamese workers in the prefecture were employed in caring for the elderly, food processing and agriculture. The prefecture was working to create the best possible conditions for Vietnamese workers, he added. VNS"	politics-laws
26	'PM Nguyễn Xuân Phúc meets Myanmar President U Win Myint'	'Vietnamese Prime Minister Nguyễn Xuân Phúc meets with Myanmar President U Win Myint in Nay Pyi Taw on Tuesday in Nay Pyi Taw. — VNA/VNS Photo Thống Nhất\nNAY PYI TAW — Vietnamese Prime Minister Nguyễn Xuân Phúc met with Myanmar President U Win Myint in Nay Pyi Taw on Tuesday, during which the two leaders discussed bilateral co-operation in various spheres.\nThey agreed that the comprehensive co-operative partnership between Việt Nam and Myanmar had been growing fruitfully, while friendship, mutual understanding and political trust had been enhanced through high-level visits and meetings, and people-to-people exchanges.\nPM Phúc said Việt Nam wanted to step up relations with Myanmar for the sake of the two countries’ peoples, and for peace, co-operation and the development of the Association of Southeast Asian Nations (ASEAN) and the region.\nThe leaders had high praise for ties in the fields of economy, trade and investment, defence and security, agriculture, tourism, energy, and information and telecoms.\nTwo-way trade is expected to exceed US$1 billion in 2019, surpassing the target set for 2020, and Việt Nam is now the fifth largest foreign investor in Myanmar.\nPM Phúc asked President U Win Myint to continue ensuring the rights of Vietnamese investors in Myanmar, while holding meetings between Myanmar leaders and Vietnamese businesses in the country.\nThe two leaders agreed to enhance co-operation in culture, sports, labour and education and training.\nOn regional and international issues, the two leaders said they would continue supporting each other at regional and international forums.\nRegarding the East Sea (internationally known as the South China Sea), the two leaders said Việt Nam, Myanmar and other ASEAN member countries needed to back the group’s stance on settling disputes via peaceful measures on the basis of respect for international law.\nPresident U Win Myint said he supported strengthening collaboration in all channels to obtain important achievements for the 45th anniversary of diplomatic ties in 2020.\nHe took the occasion to congratulate Việt Nam on its election as a non-permanent member of the United Nations Security Council for the 2020-21 term.\nPM Phúc’s ongoing visit would help boost the traditional friendship and comprehensive co-operation between the two countries, he said, stressing Việt Nam was always a trusted and supportive friend of Myanmar.\nThe same day, PM Phúc met with Speaker of the Union Assembly of Myanmar T Khun Myat.\nThe speaker had high praise for Việt Nam’s reform achievements, which he said had turned Việt Nam into one of the fastest growing economies in the region, noting that as a country now in the reform process, Myanmar hopes Viet Nam will share its experience in economic development.\nHigh-level delegation exchanges have been held frequently, including a trip to Việt Nam by Myanmar parliament’s leader in 2017 and a visit to Myanmar by National Assembly Chairwoman Nguyễn Thị Kim Ngân in 2016.\nThe two sides have also worked together at multilateral and regional parliamentary forums, especially the Inter-Parliamentary Union and the ASEAN Inter-Parliamentary Assembly (AIPA). The countries’ friendship parliamentary groups and legislators have also engaged in exchanges and experience sharing.\nKhun Myat thanked Việt Nam for supporting Myanmar at international forums, including the United Nations, ASEAN and AIPA.\nPM Phúc asked the two parliaments to work together to monitor the realisation of co-operation agreements, including the action programme for implementing the Việt Nam-Myanmar comprehensive co-operative partnership for 2019-24 that was inked on Tuesday morning.\nHe also called on the two parliaments to support mechanisms, policies and laws to boost the two countries’ trade and investment ties.\nThe PM took the occasion to ask for the Myanmar parliament’s close co-ordination with Việt Nam when the latter acts as ASEAN Chair and AIPA Chair in 2020.\nMeeting with State Counsellor\nPM Phúc and State Counsellor of Myanmar Aung San Suu Kyi yesterday discussed measures to expand co-operation between the two countries.\nAung San Suu Kyi congratulated Việt Nam on its achievements in socio-economic development and external work in recent times, and on its election as a non-permanent member of the UN Security Council for the 2020-21 tenure.\nOn defence-security ties, they agreed to expand co-operation in navy, military medicine, defence industry, logistics, rescue, border management, and defence intelligence, and in fighting cross-border crimes, terrorism, illegal migration, and money laundering.\nThey pledged to promote negotiations for agreements on extradition and transfer of prisoners, as well as protection for confidential information.\nPM Phúc thanked the Myanmar government for permitting the import of Vietnamese dragon fruits, while appreciating the country’s efforts to remove difficulties facing Vietnamese enterprises in Myanmar.\nHe called on the Myanmar side to remove technical barriers for Việt Nam’s goods, create favourable conditions for Vietnamese firms to access more investment and business opportunities in Myanmar, speed up licence granting and give incentives to Vietnamese investors in the country.\nThe Vietnamese leader applauded the Myanmar side’s suggestion to establish a Vietnamese industrial park in Myanmar, saying the Vietnamese Government always encourages its businesses to invest in Myanmar and welcomes Myanmar’s firms to expand activities in Việt Nam.\nThe two leaders also discussed plans to foster co-operation in agriculture, telecommunication, mining, energy and construction.\nAung San Suu Kyi agreed to make it easy for Vietnamese enterprises to join projects related to optical cables, telecommunication infrastructure, IT, social development, e-government development, oil and gas exploitation and service supply, and construction in Myanmar.\nThe two sides pledged to co-operate at regional and global forums.\nAfter their talks, the Vietnamese and Myanmar leaders witnessed the signing and handing over of co-operation documents, including an action plan for implementing the Comprehensive Cooperation Partnership for 2019-24, a memorandum of understanding (MoU) on agriculture and rural development co-operation, a MoU between the two foreign ministries, and a diplomatic note amending the agreement on visa exemption for ordinary passport holders of both countries. — VNS'	politics-laws
27	'Việt Nam boosts bilateral, multilateral ties at ASEM FMM14'	'Deputy Prime Minister and Minister of Foreign Affairs Phạm Bình Minh (left) and Romanian Foreign Minister Bogdan Aurescu had a meeting on the sidelines of the\xa014th ASEM Foreign Ministers’ Meeting (ASEMFMM14) in Madrid, Spain\xa0on December 16. — VNA/VNS Photo\nHÀ NỘI — Deputy Prime Minister and Foreign Minister Phạm Bình Minh held bilateral meetings with officials from the foreign ministries of Romania, Kazakhstan, Spain, Ireland and Bulgaria within the framework of the 14th ASEM Foreign Ministers’ Meeting (ASEMFMM14) in Madrid, Spain\xa0on Monday.\nAt the meeting between Minh and Romanian Foreign Minister Bogdan Aurescu, the two sides expressed their appreciation at the fruitful development of bilateral relations, especially following Prime Minister Nguyễn Xuân Phúc’s visit to Romania in April.\nThey said the traditional friendship and contributions by overseas Vietnamese in Romania and those who studied in the country are the crucial foundations to promote bilateral cooperation.\nThe Vietnamese official called on Romania to continue to receive Vietnamese labourers and create favourable conditions for the Vietnamese community in the country to integrate into their host society.\nIn his meeting with Kazakhstan’s FM Tleuberdi Mukhtar, the officials agreed that bilateral relations have flourished, saying the free trade agreement between Việt Nam and the Eurasian Economic Union, of which Kazakhstan is a member, brings economic benefits to both countries.\nThe two sides pledged to continue coordinating at international and regional forums, especially when Việt Nam and Kazakhstan undertake their roles as chairs of ASEAN and the Conference\xa0on Interaction and\xa0Confidence-Building Measures in Asia, respectively, in 2020.\nTalking to Acting Spanish FM Margarita Robles, Minh congratulated Spain on its successful hosting of the 25th\xa0session of the Conference of the Parties (COP25) to the UN Framework Convention on Climate Change, and the ASEMFMM14.\nThe two sides underlined the need for Việt Nam and Spain to maintain political meetings; deepen their economic and trade ties; enhance cooperation in renewable energy, infrastructure, tourism, hi-tech agriculture and environmental protection; and make more contributions to fostering ASEAN-European Union relations.\nMeeting with his Vietnamese counterpart, Ireland’s Deputy PM and FM Simon Coveney affirmed that Việt Nam is an important partner of his country in the region, saying that there is great potential for the two countries to expand cooperation, especially in agriculture, food processing and technology.\nThey underlined their commitment to implementing measures to boost bilateral relations, including enhancing exchanges and establishing an intergovernmental committee on economic, trade and investment cooperation.\nIn their meeting, Deputy PM and FM Minh and his Bulgarian counterpart Ekaterina Zakarieva discussed ways to strengthen multifaceted relations between the two nations.\nThey agreed to jointly organise activities to celebrate the 70th anniversary of Việt Nam-Bulgaria diplomatic ties in 2020.\nDuring the meetings, the officials congratulated Việt Nam on undertaking its role as ASEAN Chair\xa0in\xa02020, and as a non-permanent member of the UN Security Council in the 2020-21 tenure, affirming their willingness to coordinate with Việt Nam within ASEAN, the UN and other regional and global forums.\nMinh also called on EU members to raise their voice to accelerate the EU’s ratification of the\xa0EU-Việt Nam Free Trade Agreement.\nOn the sidelines of the ASEM FMM14, Minh also had short meetings with foreign ministers of Japan, the Republic of Korea, Singapore, Poland, the Netherlands, Norway and Slovenia as well as representatives from Switzerland, Croatia and Denmark to discuss specific measures to strengthen bilateral relations and multilateral coordination within the UN, ASEM and ASEAN. — VNS'	politics-laws
